Keys,English,Vietnamese,Chinese (Simplified),$Chinese (Traditional),Japanese,French,German,Spanish,Portuguese [pt-PT],Arabic,Russian,Korean,Italian,Hindi,Philipine [tl],Indo,Thai,Turkis
TXT_SKILL,Character Skill,Kỹ Năng Nhân Vật,性格技能,,キャラクタースキル,Compétence De Caractère,Charakterfähigkeit,Habilidad Del Personaje,Habilidade De Personagem,مهارة الشخصية,Навыки Персонажа,캐릭터 스킬,Abilità Del Personaggio,चरित्र कौशल,Kasanayan Sa Karakter,Keterampilan Karakter,ทักษะตัวละคร,Karakter Becerisi
TXT_SKILL_NERF_PERCENT,Skill Nerf (%),Giảm Sức Mạnh Kỹ Năng (%),技能削弱(%),技能削弱(%),スキルナーフ(%),Nerf De Compétence (%),Fertigkeits-Nerf (%),Nerf De Habilidad (%),Enfraquecimento De Habilidade (%),إنقاص المهارة (%),Ослабление Навыков (%),스킬 너프 (%),Depotenziamento Abilità (%),कौशल Nerf (%),Kasanayang Nerf (%),Nerf Keterampilan (%),เนิร์ฟทักษะ (%),Beceri Zayıflatması (%)
TXT_SKILL_TRIGGER,Skill Trigger (hero),Kích Hoạt Kỹ Năng (anh hùng),技能触发（英雄）,技能觸發（英雄）,スキルトリガー（主人公）,Déclencheur De Compétence (héros),Fähigkeitsauslöser (held),Activador De Habilidad (héroe),Gatilho De Habilidade (herói),مشغل المهارة (البطل),триггер навыка (герой),스킬트리거(영웅),Attivazione Abilità (eroe),कौशल ट्रिगर (नायक),Skill Trigger (bayani),Pemicu Keterampilan (pahlawan),ทริกเกอร์ทักษะ (ฮีโร่),Beceri Tetikleyici (kahraman)
TXT_SKILL_TRIGGER_ATK,Skill Trigger (ATK),Kích Hoạt Kỹ Năng (Atk),技能触发（Atk）,技能觸發（Atk）,スキルトリガー(攻撃力),Déclencheur De Compétence (Atk),Fähigkeitsauslöser (Angriff),Disparador De Habilidad (Atk),Gatilho De Habilidade (Atk),مشغل المهارة (Atk),Триггер Навыка (Атака),스킬트리거(공격),Trigger Di Abilità (Atk),कौशल ट्रिगर (एटीके),Skill Trigger (Atk),Pemicu Keterampilan (Atk),ทริกเกอร์ทักษะ (Atk),Beceri Tetikleyicisi (Atk)
TXT_SKIN,Skin,Da,皮肤,,肌,Peau,Haut,Piel,Pele,جلد,Кожа,피부,Pelle,त्वचा,Balat,Kulit,ผิว,Deri
TXT_SKIP,Skip,Bỏ Qua,跳过,跳過,スキップ,Sauter,Überspringen,Saltar,Pular,يتخطى,Пропускать,건너뛰다,Saltare,छोडना,Laktawan,Melewati,ข้าม,Atlamak
TXT_SKIP_TUTORIAL,Skip,Bỏ Qua,跳过,,チュートリアルをスキップする,Passer Le Tutoriel,Lernprogramm Überspringen,Saltar Tutorial,Pular Tuturial,تخطي البرنامج التعليمي,Пропустить Урок,튜토리얼 건너뛰기,Salta Il Tutorial,ट्यूटोरियल को छोड़ दें,Laktawan Ang Tutorial,Lewati Tutorial,ข้ามบทช่วยสอน,Öğreticiyi Atla
TXT_SMALL_PACK,Small Pack,Gói Nhỏ,小包装,,小さなパック,Petit Paquet,Kleine Packung,Paquete Pequeño,Pacote Pequeno,حزمة صغيرة,Маленькая Упаковка,작은 팩,Piccolo Pacchetto,छोटा पैक,Maliit Na Pakete,Paket Kecil,แพ็คเล็ก,Küçük Paket
TXT_SORT_BY,Sort by,Sắp xếp theo,排序方式,,並べ替え,Trier par,Sortieren nach,Ordenar por,Ordenar por,الترتيب حسب,Сортировать по,정렬 기준,Ordina per,इसके अनुसार क्रमबद्ध करें,Pagbukud-bukurin ayon sa,Urutkan berdasarkan,เรียงตาม,Göre sırala
TXT_SPECIALIST,Specialist,Chuyên Gia,专家,,スペシャリスト,Spécialiste,Spezialist,Especialista,Especialista,متخصص,Специалист,전문가,Specialista,SPECIALIST,Espesyalista,Spesialis,ผู้เชี่ยวชาญ,Uzman
TXT_SPECIAL_AVT_NOTIFY,<color=#CD20F9>Special avatars</color> - are not allowed.,<color=#CD20F9> Hình đại diện đặc biệt</color> - không được phép.,<color=#CD20F9> 特殊头像</color> - 不允许。,,<color=#CD20F9> 特別なアバター</color> - は許可されません。,<color=#CD20F9> Les avatars spéciaux</color> - ne sont pas autorisés.,<color=#CD20F9> Spezielle Avatare</color> - sind nicht erlaubt.,<color=#CD20F9> Avatares especiales</color>: no están permitidos.,<color=#CD20F9> Avatares especiais</color> - não são permitidos.,<color=#CD20F9> الصور الرمزية الخاصة </color> - غير مسموح بها.,<color=#CD20F9> Специальные аватары</color> - запрещены.,<color=#CD20F9> 특수 아바타</color> - 허용되지 않습니다.,<color=#CD20F9> Avatar speciali</color> - non sono ammessi.,<color=#CD20F9> विशेष अवतार</color> - की अनुमति नहीं है।,<color=#CD20F9> Mga espesyal na avatar</color> - hindi pinapayagan.,<color=#CD20F9> Avatar khusus</color> - tidak diperbolehkan.,<color=#CD20F9> อวตารพิเศษ</color> - ไม่ได้รับอนุญาต,<color=#CD20F9> Özel avatarlara</color> - izin verilmez.
TXT_SPECIAL_EFFECT,Special Effect,Hiệu Ứng Đặc Biệt,特殊效果,特殊效果,特殊効果,Effets Spéciaux,Spezialeffekt,Efecto Especial,Efeito Especial,تأثير خاص,Особенный Эффект,특수 효과,Effetto Speciale,विशेष प्रभाव,Espesyal Na Epekto,Efek Spesial,เทคนิคพิเศษ,Özel Efekt
TXT_SPECIAL_EFFECT_DES,You can click on the items to switch the effect.,Bạn có thể click vào các mục để chuyển đổi hiệu ứng.,您可以点击项目来切换效果。,您可以點擊項目來切換效果。,項目をクリックすると効果を切り替えることができます。,Vous pouvez cliquer sur les éléments pour changer l'effet.,"Sie können auf die Elemente klicken, um den Effekt zu ändern.",Puede hacer clic en los elementos para cambiar el efecto.,Você pode clicar nos itens para mudar o efeito.,يمكنك النقر على العناصر لتبديل التأثير.,"Вы можете нажимать на предметы, чтобы переключить эффект.",항목을 클릭하여 효과를 전환할 수 있습니다.,È possibile fare clic sugli elementi per cambiare l'effetto.,आप प्रभाव बदलने के लिए आइटम पर क्लिक कर सकते हैं।,Maaari kang mag-click sa mga item upang ilipat ang epekto.,Anda dapat mengklik item untuk mengganti efeknya.,คุณสามารถคลิกที่รายการเพื่อเปลี่ยนเอฟเฟกต์ได้,Efekti değiştirmek için öğelere tıklayabilirsiniz.
TXT_SPLASH_DMG,Splash DMG,Sát Thương Lan,溅射伤害,濺鍍傷害,スプラッシュダメージ,Dégâts Causés Par Les Éclaboussures,Spritzschäden,Daño Por Salpicadura,Dano Por Respingo,ضرر البداية,Урон От Брызг,스플래시 데미지,Danni Da Schizzi,स्प्लैश डैमेज,Pinsala Sa Splash,Tanda Kerusakan,ความเสียหายจากน้ำกระเซ็น,Sıçrama Hasarı
TXT_SQUAD,Squad,Đội hình,队,,分隊,Équipe,Kader,Equipo,Esquadrão,فريق,Отряд,분대,Squadra,दस्ता,Pangkat,Pasukan,ทีม,Takım
TXT_STAR,Star,Ngôi Sao,星,星,星,Étoile,Stern,Estrella,Estrela,نجمة,Звезда,별,Stella,तारा,Bituin,Bintang,ดาว,Yıldız
TXT_STARTER_PACKAGE,Starter Pack,Gói Khởi Đầu,入门包,入門包,スターターパッケージ,Forfait De Démarrage,Starterpaket,Paquete De Inicio,Pacote Inicial,حزمة المبتدئين,Стартовый Пакет,스타터 패키지,Pacchetto Iniziale,स्टार्टर पैकेज,Panimulang Pakete,Paket Pemula,แพ็คเกจเริ่มต้น,Başlangıç ​​Paketi
TXT_STARTING_ON,Starting on,Bắt đầu vào,开始于,,から始まります,À partir du,Beginnt am,Empezando por,Começando,البدء في,Начиная с,시작일,A partire da,शुरू,Simula sa,Mulai,เริ่มเมื่อ,Başlıyor
TXT_START_UNLOCK,Start Unlock,Mở Khóa,开始解锁,,ロック解除を開始する,Commencer À Déverrouiller,Entsperren Starten,Comenzar A Desbloquear,Começar A Desbloquear,بدء فتح,Начать Разблокировать,잠금 해제 시작,Avviare Lo Sblocco,अनलॉक प्रारंभ करें,Simulan Ang Pag-Unlock,Mulai Membuka Kunci,เริ่มปลดล็อค,Kilidini Aç
TXT_STAR_PROTECTION,Star Protection,Bảo Vệ Ngôi Sao,星保护,,スタープロテクション,Protection Des Étoiles,Sternschutz,Protección De Estrellas,Proteção Estrela,حماية النجوم,Звездная Защита,별 보호,Protezione Stellare,सितारा सुरक्षा,Proteksyon Ng Bituin,Perlindungan Bintang,การป้องกันดาว,Yıldız Koruması
TXT_STAR_PROTECTION_SHIELD,Star Protection Shield,Lá Chắn Bảo Vệ Ngôi Sao,星辰防护罩,,スタープロテクションシールド,Bouclier De Protection Des Étoiles,Sternschutzschild,Escudo De Protección De Estrellas,Escudo De Proteção Estrela,درع حماية النجوم,Звездный Защитный Щит,별 보호 방패,Scudo Di Protezione Stellare,सितारा सुरक्षा कवच,Kalasag Sa Proteksyon Ng Bituin,Perisai Perlindungan Bintang,โล่ป้องกันดวงดาว,Yıldız Koruma Kalkanı
TXT_STATISTICS,Statistics,Thống Kê,统计数据,,統計,Statistiques,Statistiken,Estadística,Estatísticas,إحصائيات,Статистика,통계,Statistiche,आंकड़े,Mga Istatistika,Statistik,สถิติ,Istatistikler
TXT_STATS,Character Stats,Chỉ Số Nhân Vật,人物统计,,キャラクターステータス,Statistiques du personnage,Charakterstatistiken,Estadísticas de personajes,Estatísticas do personagem,إحصائيات الشخصيات,Статистика персонажа,캐릭터 통계,Statistiche del personaggio,चरित्र आँकड़े,Mga istatistika ng karakter,Statistik karakter,สถิติตัวละคร,Karakter istatistikleri
TXT_STEP,Step {x},Bước {x},步骤{x},步驟{x},ステップ {x},étape {x},Schritt {x},Paso {x},Etapa {x},الخطوة {س},шаг {x},단계 {x},Passaggio {x},चरण {x},Hakbang {x},Langkah {x},ขั้นตอนที่ {x},Adım {x}
TXT_STEP_UP_DESCRIPTION,Purchase Step 5: 1 Random Legendary Hero,Mua Bước 5: 1 Anh Hùng Huyền Thoại Ngẫu Nhiên,购买步骤5：1个随机传奇英雄,,購入ステップ 5: ランダムな伝説のヒーロー 1 つ,Étape D'achat 5 : 1 Héros Légendaire Aléatoire,Kaufschritt 5: 1 Zufälliger Legendärer Held,Paso De Compra 5: 1 Héroe Legendario Aleatorio,Etapa De Compra 5: 1 Herói Lendário Aleatório,خطوة الشراء 5: 1 بطل أسطوري عشوائي,Шаг Покупки 5: 1 Случайный Легендарный Герой,구매 5단계: 무작위 전설 영웅 1명,Fase Di Acquisto 5: 1 Eroe Leggendario Casuale,खरीद चरण 5: 1 यादृच्छिक पौराणिक नायक,Pagbili Ng Hakbang 5: 1 Random Na Maalamat Na Bayani,Pembelian Langkah 5: 1 Pahlawan Legendaris Acak,ซื้อขั้นตอนที่ 5: สุ่มฮีโร่ในตำนาน 1 ตัว,5. Adımı Satın Alın: 1 Rastgele Efsanevi Kahraman
TXT_STEP_UP_PACKAGE,Step Up Package,Gói Nâng Cấp,升级包,升級包,ステップアップパッケージ,Forfait Intensifié,Step-Up-Paket,Paquete De Mejora,Pacote De Intensificação,تصعيد الحزمة,Пакет Дополнительных Услуг,스텝업 패키지,Pacchetto Potenziato,स्टेप अप पैकेज,Hakbang Up Na Pakete,Paket Peningkatan,แพ็คเกจก้าวขึ้น,Yükseltme Paketi
TXT_SUBMIT,Submit,Nộp,提交,提交,提出する,Soumettre,Einreichen,Entregar,Enviar,يُقدِّم,Представлять На Рассмотрение,제출하다,Invia,जमा करना,Ipasa,Kirim,ส่ง,Göndermek
TXT_SUCCESSFULLY_LINKED,Successfully linked,Đã liên kết thành công,链接成功,,リンクに成功しました,Lié avec succès,Erfolgreich verlinkt,Vinculado exitosamente,Vinculado com sucesso,تم الارتباط بنجاح,Соединение успешно установлено,성공적으로 연결되었습니다,Collegamento riuscito,सफलतापूर्वक लिंक किया गया,Matagumpay na na-link,Berhasil ditautkan,เชื่อมโยงสำเร็จแล้ว,Başarıyla bağlandı
TXT_SUMMON,Summon,Triệu hồi,召唤,,召喚する,Convoquer,Beschwören,Convocar,Convocar,استدعاء,Вызывать,소환,Convocare,बुलाने,Ipatawag,Memanggil,เรียก,Çağırmak
TXT_SUPPORT,Support,Hỗ Trợ,支持,,サポート,Soutien,Unterstützung,Apoyo,Apoiar,يدعم,Поддерживать,지원하다,Supporto,सहायता,Suporta,Mendukung,สนับสนุน,Destek
TXT_SUPPORT_PACKAGE,Support Package,Gói Hỗ Trợ,支持包,支持包,サポートパッケージ,Forfait D'assistance,Support-Paket,Paquete De Soporte,Pacote De Suporte,حزمة الدعم,Пакет Поддержки,지원 패키지,Pacchetto Di Supporto,समर्थन पैकेज,Pakete Ng Suporta,Paket Dukungan,แพ็คเกจสนับสนุน,Destek Paketi
TXT_SUPPORT_PACKAGE_DESCRIPTION,The Support Package is only available through this pop-up,Gói hỗ trợ chỉ khả dụng thông qua cửa sổ bật lên này,支持包只能通过此弹出窗口获得,支持包只能通過此彈出窗口獲得,サポート パッケージは、このポップアップからのみ利用可能です,Le Support Package n'est disponible que via cette fenêtre contextuelle,Das Support-Paket ist nur über dieses Popup verfügbar,El paquete de soporte solo está disponible a través de esta ventana emergente,O pacote de suporte só está disponível por meio deste pop-up,حزمة الدعم متاحة فقط من خلال هذه النافذة المنبثقة,Пакет поддержки доступен только через это всплывающее окно.,지원 패키지는 이 팝업을 통해서만 제공됩니다.,Il pacchetto di supporto è disponibile solo tramite questo pop-up,सहायता पैकेज केवल इस पॉप-अप के माध्यम से उपलब्ध है,Available lang ang Support Package sa pamamagitan ng pop-up na ito,Paket Dukungan hanya tersedia melalui pop-up ini,แพ็คเกจการสนับสนุนมีให้ใช้งานผ่านป๊อปอัปนี้เท่านั้น,Destek Paketi yalnızca bu açılır pencere aracılığıyla kullanılabilir
